product_id,product_title,rating,total_reviews,price,top_reviews
itm3c9366c8c93cb,"Apple iPhone 16 (Black, 128 GB)",4.6,"1,777","₹69,999","5 Terrific Everything is fantastic go for it 🫶🏻❤️ READ MORE Flipkart Pawan Certified Buyer , Hyderabad 2 months ago 29 1 Permalink Report Abuse || 5 Super! Satisfied READ MORE Amit Kumar Chaudhary Certified Buyer , Patna 5 months ago 952 187 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 7 months ago 1061 257 Permalink Report Abuse || 5 Mind-blowing purchase I love it ❤️❤️ READ MORE Ravi Arya Certified Buyer , Gangoh 8 months ago 390 106 Permalink Report Abuse || 5 Great product My father's first iphone❤️ Colour is awesome and so light in weight It should be available with 256gb Anyways design and camera is awesome READ MORE Arpit Singh Certified Buyer , Lakhimpur 11 months ago 1708 599 Permalink Report Abuse"
